OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
218,IVF NEW ENGLAND,,LEXINGTON,MASSACHUSETTS,"3,050",7,"Samuel C. Pang, MD",100%,0%,<1%,44%,12%,15%,14%,26%,7%,3%,42%,19%,16%,12%,23%,608,336,249,123,45,3.6,6.0,6.8,14.6,8.9,479,251,193,74,28,1.2,1.5,1.9,2.7,3.3,72.7,46.5,12.3,3.3,0.0,35.7,31.8,28.1,10.6,4.4,31.7,25.3,21.7,5.7,0.0,29.4,23.2,18.9,5.7,0.0,2.3,2.1,2.8,0.0,0.0,24.2,19.3,14.9,4.9,0.0,38.7,30.7,21.5,7.1,0.0,45.3,42.6,36.3,17.6,7.1,40.3,33.9,28.0,9.5,0.0,37.4,31.1,24.4,9.5,0.0,2.9,2.8,3.6,0.0,0.0,30.7,25.9,19.2,8.1,0.0,522,320,187,56,21,490,295,170,52,17,1.4,1.4,1.3,0.7,0.8,1.1,1.2,1.2,1.3,1.3,57.3,59.4,43.9,43.5,6 / 18,60.0,65.8,50.6,53.8,8 / 17,53.3,57.3,40.0,44.2,4 / 17,48.0,51.9,37.6,40.4,4 / 17,4.9,5.4,2.4,3.8,0 / 17,41.8,45.8,31.8,32.7,4 / 17,152,115,83,53,19,12,19,11,0,0,20,59,72,3,18,49,65,3,1.1,1.1,1.0,1.0,10 / 18,42.6,59.4,2 / 3,11 / 18,49.0,60.0,2 / 3,10 / 18,46.9,47.7,2 / 3,10 / 18,46.9,44.6,2 / 3,0 / 18,0.0,3.1,0 / 3,8 / 18,34.7,36.9,2 / 3,This clinic has closed since 2016. Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for further information.,,,,,,,,,,0,MA
219,"FERTILITY CENTERS OF NEW ENGLAND, INC.","NEW ENGLAND CLINICS OF REPRODUCTIVE MEDICINE, INC.",READING,MASSACHUSETTS,"1,485",4,"Danielle Vitiello, MD, PhD",100%,0%,<1%,58%,10%,10%,9%,13%,6%,1%,28%,28%,24%,7%,11%,362,132,135,51,21,1.7,3.0,8.1,3.9,0.0,224,79,77,31,12,1.3,1.4,1.7,1.7,2.0,66.5,46.0,11.7,0.0,0 / 9,27.1,24.2,25.9,21.6,9.5,24.9,19.7,22.2,19.6,9.5,22.1,15.9,17.8,15.7,4.8,2.8,3.8,4.4,3.9,4.8,18.2,13.6,17.0,15.7,0.0,42.1,37.2,32.3,25.9,12.5,43.8,40.5,45.5,35.5,2 / 12,40.2,32.9,39.0,32.3,2 / 12,35.7,26.6,31.2,25.8,1 / 12,4.5,6.3,7.8,6.5,1 / 12,29.5,22.8,29.9,25.8,0 / 12,268,130,78,20,11,255,120,73,18,11,1.3,1.3,1.0,0.7,0.6,1.2,1.3,1.3,1.6,1.3,49.2,41.2,40.4,28.6,3 / 14,52.5,44.2,43.8,8 / 18,3 / 11,49.4,42.5,38.4,6 / 18,3 / 11,42.7,35.0,30.1,6 / 18,3 / 11,6.7,7.5,8.2,0 / 18,0 / 11,37.6,32.5,27.4,6 / 18,3 / 11,56,48,51,17,16,4,8,11,0,1,6,3,76,0,0,3,69,0,,1.3,1.3,,,1 / 4,39.3,,,1 / 3,43.5,,,1 / 3,42.0,,,1 / 3,37.7,,,0 / 3,4.3,,,1 / 3,30.4,,,"Fertility Centers of New England, Inc., New England Clinics of Reproductive Medicine, Inc.",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
220,BAYSTATE REPRODUCTIVE MEDICINE,,SPRINGFIELD,MASSACHUSETTS,582,1,"Kelly Lynch, MD",100%,0%,1%,35%,4%,13%,18%,20%,7%,3%,24%,13%,24%,9%,10%,128,63,55,29,8,5.5,4.8,14.5,13.8,1 / 8,84,47,33,17,7,1.1,1.3,1.6,1.8,1.7,85.7,65.0,37.0,3 / 13,2 / 7,41.4,42.9,21.8,37.9,1 / 8,36.7,38.1,14.5,24.1,1 / 8,34.4,25.4,10.9,20.7,1 / 8,2.3,12.7,1.8,3.4,0 / 8,25.0,23.8,7.3,13.8,1 / 8,62.0,56.7,27.7,53.3,1 / 12,63.1,57.4,36.4,11 / 17,1 / 7,56.0,51.1,24.2,7 / 17,1 / 7,52.4,34.0,18.2,6 / 17,1 / 7,3.6,17.0,3.0,1 / 17,0 / 7,38.1,31.9,12.1,4 / 17,1 / 7,109,68,48,12,9,89,64,38,10,8,1.7,2.0,1.3,0.8,0.8,1.2,1.2,1.4,1.6,1.0,51.0,50.7,43.8,3 / 12,2 / 7,56.2,54.7,55.3,4 / 10,3 / 8,46.1,43.8,36.8,2 / 10,2 / 8,41.6,35.9,36.8,1 / 10,2 / 8,3.4,7.8,0.0,1 / 10,0 / 8,39.3,29.7,31.6,1 / 10,2 / 8,10,3,8,1,1,6,1,0,0,0,8,5,16,0,8,4,16,0,1.1,1.3,1.4,,4 / 9,3 / 5,61.9,,3 / 8,2 / 4,13 / 16,,2 / 8,2 / 4,10 / 16,,2 / 8,1 / 4,9 / 16,,0 / 8,1 / 4,1 / 16,,2 / 8,1 / 4,8 / 16,,,Baystate Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
221,"CARDONE REPRODUCTIVE MEDICINE AND INFERTILITY, LLC",,STONEHAM,MASSACHUSETTS,320,0,"Vito R. Cardone, MD",100%,0%,4%,38%,9%,10%,14%,30%,4%,7%,29%,20%,14%,12%,14%,39,32,37,23,25,2.6,3.1,8.1,8.7,20.0,29,24,26,14,5,1.2,1.7,1.9,2.4,2.4,73.9,6 / 19,14.3,0 / 12,0 / 5,25.6,37.5,16.2,13.0,0.0,20.5,31.3,13.5,13.0,0.0,20.5,25.0,10.8,13.0,0.0,0.0,6.3,2.7,0.0,0.0,20.5,21.9,5.4,13.0,0.0,28.6,34.1,14.3,8.8,0 / 12,34.5,50.0,23.1,3 / 14,0 / 5,27.6,41.7,19.2,3 / 14,0 / 5,27.6,33.3,15.4,3 / 14,0 / 5,0.0,8.3,3.8,0 / 14,0 / 5,27.6,29.2,7.7,3 / 14,0 / 5,34,21,16,13,8,26,20,12,12,6,1.2,1.7,0.8,1.1,0.8,1.3,1.5,1.2,1.9,2.0,42.4,44.8,8 / 13,21.7,1 / 12,42.3,55.0,7 / 12,5 / 12,1 / 6,42.3,50.0,6 / 12,3 / 12,1 / 6,30.8,40.0,5 / 12,3 / 12,1 / 6,11.5,10.0,1 / 12,0 / 12,0 / 6,26.9,40.0,4 / 12,3 / 12,1 / 6,8,7,13,4,4,2,3,0,0,1,13,0,21,2,13,0,16,2,1.7,,1.6,2.0,45.5,,52.0,0 / 4,8 / 13,,8 / 16,0 / 2,8 / 13,,7 / 16,0 / 2,6 / 13,,3 / 16,0 / 2,2 / 13,,4 / 16,0 / 2,3 / 13,,2 / 16,0 / 2,,"Cardone Reproductive Medicine and Infertility, LLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
222,BOSTON IVF,,WALTHAM,MASSACHUSETTS,"3,547",15,"Michael M. Alper, MD",>99%,<1%,2%,39%,17%,7%,15%,28%,4%,3%,25%,25%,21%,11%,12%,485,282,326,187,84,2.5,7.1,8.9,13.9,16.7,359,192,208,105,49,1.2,1.3,1.9,2.3,2.7,70.2,56.0,11.3,6.1,2.6,34.6,19.1,17.8,11.2,4.8,30.7,16.0,12.9,7.0,0.0,27.6,13.8,10.1,4.8,0.0,3.1,2.1,2.5,2.1,0.0,23.9,12.4,7.4,4.8,0.0,40.3,22.7,16.8,9.6,3.0,46.8,28.1,27.9,20.0,8.2,41.5,23.4,20.2,12.4,0.0,37.3,20.3,15.9,8.6,0.0,4.2,3.1,3.8,3.8,0.0,32.3,18.2,11.5,8.6,0.0,518,347,238,94,42,464,314,211,83,35,1.4,1.1,0.9,0.8,0.6,1.2,1.1,1.2,1.2,1.5,47.6,46.0,49.0,36.8,21.7,52.6,51.0,56.4,45.8,34.3,45.0,44.3,48.3,37.3,25.7,41.2,41.7,45.0,37.3,25.7,3.9,2.2,3.3,0.0,0.0,34.3,36.6,37.4,32.5,25.7,160,172,167,75,34,37,47,30,9,3,34,125,161,1,30,101,144,1,1.4,1.5,1.3,2.0,31.7,44.0,41.6,1 / 2,43.3,58.4,50.7,1 / 1,40.0,44.6,42.4,1 / 1,36.7,38.6,38.2,1 / 1,3.3,5.0,4.2,0 / 1,20.0,26.7,34.0,1 / 1,,Boston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MA
223,UNIVERSITY OF MICHIGAN CENTER FOR REPRODUCTIVE MEDICINE,,ANN ARBOR,MICHIGAN,588,0,"Michael S. Lanham, MD",100%,0%,<1%,54%,30%,12%,29%,30%,9%,7%,43%,17%,10%,18%,27%,139,49,31,26,1,7.2,14.3,35.5,23.1,0 / 1,100,26,8,8,1,1.1,1.3,1.4,1.6,1.0,92.1,6 / 14,1 / 4,1 / 4,,32.4,28.6,6.5,11.5,0 / 1,30.2,24.5,6.5,0.0,0 / 1,28.8,24.5,6.5,0.0,0 / 1,1.4,0.0,0.0,0.0,0 / 1,25.9,20.4,6.5,0.0,0 / 1,44.0,41.2,2 / 11,2 / 12,0 / 1,45.0,53.8,2 / 8,3 / 8,0 / 1,42.0,46.2,2 / 8,0 / 8,0 / 1,40.0,46.2,2 / 8,0 / 8,0 / 1,2.0,0.0,0 / 8,0 / 8,0 / 1,36.0,38.5,2 / 8,0 / 8,0 / 1,110,59,23,5,3,102,54,20,5,3,1.1,1.1,0.6,0.5,1.5,1.1,1.1,1.2,1.4,1.0,33.9,39.7,52.2,4 / 7,3 / 3,36.3,40.7,50.0,3 / 5,3 / 3,33.3,31.5,40.0,3 / 5,2 / 3,32.4,31.5,35.0,2 / 5,2 / 3,1.0,0.0,5.0,1 / 5,0 / 3,29.4,27.8,35.0,2 / 5,2 / 3,59,34,33,9,1,4,0,0,0,0,1,5,0,0,1,5,0,0,1.0,1.2,,,1 / 1,3 / 6,,,1 / 1,3 / 5,,,1 / 1,3 / 5,,,1 / 1,3 / 5,,,0 / 1,0 / 5,,,0 / 1,2 / 5,,,,University of Michigan Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
224,"ADVANCED REPRODUCTIVE MEDICINE AND SURGERY, PC",,BLOOMFIELD HILLS,MICHIGAN,158,0,"Carole L. Kowalczyk, MD",100%,0%,0%,78%,20%,13%,11%,30%,21%,10%,37%,33%,8%,20%,26%,26,15,13,4,10,11.5,3 / 15,3 / 13,2 / 4,3 / 10,22,9,10,2,7,1.6,2.0,2.0,3.5,3.0,38.1,0 / 8,0 / 8,0 / 2,0 / 6,53.8,5 / 15,4 / 13,0 / 4,1 / 10,42.3,3 / 15,3 / 13,0 / 4,0 / 10,34.6,0 / 15,3 / 13,0 / 4,0 / 10,7.7,2 / 15,0 / 13,0 / 4,0 / 10,34.6,0 / 15,3 / 13,0 / 4,0 / 10,45.2,9 / 18,25.0,0 / 7,0 / 16,63.6,5 / 9,4 / 10,0 / 2,1 / 7,50.0,3 / 9,3 / 10,0 / 2,0 / 7,40.9,0 / 9,3 / 10,0 / 2,0 / 7,9.1,2 / 9,0 / 10,0 / 2,0 / 7,40.9,0 / 9,3 / 10,0 / 2,0 / 7,32,7,6,5,2,29,7,6,4,2,2.1,1.4,0.9,4.0,0.4,1.4,1.3,1.2,1.5,1.5,31.6,4 / 9,1 / 7,3 / 4,0 / 3,41.4,4 / 7,1 / 6,3 / 4,0 / 2,27.6,4 / 7,0 / 6,2 / 4,0 / 2,24.1,4 / 7,0 / 6,1 / 4,0 / 2,3.4,0 / 7,0 / 6,1 / 4,0 / 2,24.1,4 / 7,0 / 6,1 / 4,0 / 2,8,4,5,1,4,1,1,0,0,0,0,0,16,0,0,0,16,0,,,1.4,,,,28.6,,,,7 / 16,,,,4 / 16,,,,4 / 16,,,,0 / 16,,,,2 / 16,,,"Advanced Reproductive Medicine and Surgery, PC",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,MI
225,IVF MICHIGAN FERTILITY CENTERS,,BLOOMFIELD HILLS,MICHIGAN,"1,256",0,"Ahmad O. Hammoud, MD",100%,<1%,1%,85%,17%,6%,18%,25%,6%,2%,45%,14%,7%,5%,17%,330,110,59,21,37,2.7,4.5,6.8,9.5,13.5,257,86,44,14,22,1.9,1.8,2.0,1.7,1.6,6.7,4.3,2.4,1 / 11,1 / 14,42.7,41.8,35.6,33.3,32.4,38.5,32.7,27.1,23.8,21.6,22.7,27.3,18.6,19.0,16.2,15.5,5.5,8.5,4.8,5.4,18.2,21.8,15.3,19.0,5.4,40.9,36.0,29.6,36.4,38.7,54.9,53.5,47.7,7 / 14,54.5,49.4,41.9,36.4,5 / 14,36.4,29.2,34.9,25.0,4 / 14,27.3,19.8,7.0,11.4,1 / 14,9.1,23.3,27.9,20.5,4 / 14,9.1,200,77,47,10,11,189,71,43,9,10,1.1,0.9,0.6,0.4,0.7,1.7,1.5,1.6,1.7,1.8,48.4,49.0,46.9,2 / 15,7 / 18,65.1,59.2,60.5,2 / 9,5 / 10,52.4,43.7,46.5,2 / 9,5 / 10,35.4,31.0,39.5,2 / 9,3 / 10,16.9,12.7,7.0,0 / 9,2 / 10,30.2,25.4,27.9,1 / 9,3 / 10,89,62,57,19,12,6,6,6,2,1,81,1,32,1,67,1,31,1,2.0,2.0,1.8,2.0,68.5,1 / 2,33.3,0 / 2,80.6,1 / 1,48.4,0 / 1,76.1,1 / 1,38.7,0 / 1,31.3,1 / 1,25.8,0 / 1,44.8,0 / 1,12.9,0 / 1,23.9,0 / 1,16.1,0 / 1,,IVF Michigan Fertility Centers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
226,MICHIGAN REPRODUCTIVE MEDICINE,,BLOOMFIELD HILLS,MICHIGAN,240,2,"Michael S. Mersol-Barg, MD",100%,3%,2%,81%,29%,10%,12%,46%,5%,4%,40%,8%,14%,10%,25%,33,14,17,13,22,3.0,3 / 14,4 / 17,1 / 13,9.1,26,7,8,6,12,1.2,1.3,1.5,1.3,1.3,13 / 19,2 / 4,1 / 5,1 / 3,0 / 4,51.5,3 / 14,4 / 17,1 / 13,4.5,33.3,3 / 14,2 / 17,1 / 13,0.0,27.3,2 / 14,1 / 17,1 / 13,0.0,6.1,1 / 14,1 / 17,0 / 13,0.0,21.2,2 / 14,1 / 17,1 / 13,0.0,58.1,4 / 9,4 / 11,1 / 8,1 / 16,65.4,3 / 7,4 / 8,1 / 6,1 / 12,42.3,3 / 7,2 / 8,1 / 6,0 / 12,34.6,2 / 7,1 / 8,1 / 6,0 / 12,7.7,1 / 7,1 / 8,0 / 6,0 / 12,26.9,2 / 7,1 / 8,1 / 6,0 / 12,24,14,9,4,0,23,13,9,4,0,1.0,0.7,0.7,0.4,0.0,1.3,1.1,1.3,1.0,,37.9,6 / 13,5 / 12,2 / 4,,47.8,6 / 13,5 / 9,2 / 4,,39.1,4 / 13,4 / 9,1 / 4,,34.8,3 / 13,4 / 9,1 / 4,,4.3,1 / 13,0 / 9,0 / 4,,34.8,3 / 13,4 / 9,1 / 4,,17,17,11,10,3,8,9,3,1,0,0,20,9,1,0,18,8,1,,1.3,1.0,1.0,,33.3,1 / 8,0 / 1,,7 / 18,1 / 8,0 / 1,,6 / 18,0 / 8,0 / 1,,5 / 18,0 / 8,0 / 1,,1 / 18,0 / 8,0 / 1,,5 / 18,0 / 8,0 / 1,,Michigan Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0,MI
227,GAGO IVF,,BRIGHTON,MICHIGAN,191,1,"Laura A. Gago, MD",100%,0%,0%,90%,51%,17%,9%,37%,17%,6%,33%,20%,9%,20%,21%,12,2,1,2,0,0 / 12,0 / 2,0 / 1,0 / 2,,8,0,0,0,0,1.8,,,,,2 / 8,,,,,6 / 12,0 / 2,0 / 1,0 / 2,,4 / 12,0 / 2,0 / 1,0 / 2,,2 / 12,0 / 2,0 / 1,0 / 2,,2 / 12,0 / 2,0 / 1,0 / 2,,1 / 12,0 / 2,0 / 1,0 / 2,,7 / 13,,,,,6 / 8,,,,,4 / 8,,,,,2 / 8,,,,,2 / 8,,,,,1 / 8,,,,,40,21,12,4,1,40,21,12,4,1,1.2,1.1,0.5,1.0,0.3,1.6,1.3,1.3,1.0,1.0,47.5,46.2,5 / 15,3 / 4,0 / 1,65.0,57.1,4 / 12,3 / 4,0 / 1,60.0,47.6,3 / 12,3 / 4,0 / 1,52.5,42.9,1 / 12,3 / 4,0 / 1,7.5,4.8,2 / 12,0 / 4,0 / 1,40.0,42.9,1 / 12,3 / 4,0 / 1,30,17,22,3,4,4,1,2,0,0,5,4,8,2,3,4,8,2,1.3,1.0,1.4,2.0,2 / 4,3 / 4,6 / 11,1 / 4,2 / 3,3 / 4,6 / 8,1 / 2,1 / 3,2 / 4,6 / 8,1 / 2,1 / 3,2 / 4,6 / 8,1 / 2,0 / 3,0 / 4,0 / 8,0 / 2,0 / 3,1 / 4,5 / 8,1 / 2,,Gago IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
228,MICHIGAN COMPREHENSIVE FERTILITY CENTER,,DEARBORN,MICHIGAN,135,6,"David M. Magyar, DO",100%,0%,2%,67%,3%,13%,18%,41%,11%,<1%,40%,5%,16%,9%,28%,35,21,19,11,0,14.3,14.3,7 / 19,4 / 11,,26,11,9,4,0,1.8,1.9,2.1,2.5,,0.0,0 / 10,0 / 7,0 / 4,,22.9,4.8,0 / 19,0 / 11,,20.0,4.8,0 / 19,0 / 11,,14.3,4.8,0 / 19,0 / 11,,5.7,0.0,0 / 19,0 / 11,,14.3,4.8,0 / 19,0 / 11,,19.1,4.8,0 / 19,0 / 10,,30.8,1 / 11,0 / 9,0 / 4,,26.9,1 / 11,0 / 9,0 / 4,,19.2,1 / 11,0 / 9,0 / 4,,7.7,0 / 11,0 / 9,0 / 4,,19.2,1 / 11,0 / 9,0 / 4,,6,3,1,0,0,6,2,1,0,0,2.0,,1.0,0.0,,1.5,1.0,2.0,,,5 / 9,1 / 2,0 / 2,,,3 / 6,1 / 2,0 / 1,,,3 / 6,1 / 2,0 / 1,,,1 / 6,1 / 2,0 / 1,,,2 / 6,0 / 2,0 / 1,,,1 / 6,1 / 2,0 / 1,,,2,0,1,1,0,1,0,0,0,0,0,21,7,1,0,12,4,1,,1.8,2.0,2.0,,35.0,0 / 8,0 / 2,,6 / 12,0 / 4,0 / 1,,5 / 12,0 / 4,0 / 1,,3 / 12,0 / 4,0 / 1,,2 / 12,0 / 4,0 / 1,,3 / 12,0 / 4,0 / 1,,Michigan Comprehensive Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
229,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",,GRAND RAPIDS,MICHIGAN,"1,100",3,"William G. Dodds, MD",>99%,0%,<1%,76%,1%,16%,17%,23%,14%,3%,60%,9%,7%,8%,30%,285,100,74,32,3,8.1,14.0,23.0,18.8,0 / 3,195,64,35,15,3,2.0,2.1,2.7,3.3,2.7,2.7,3.3,0.0,0 / 14,0 / 2,39.3,37.0,21.6,12.5,0 / 3,37.5,31.0,13.5,6.3,0 / 3,21.1,24.0,10.8,6.3,0 / 3,16.5,6.0,2.7,0.0,0 / 3,17.9,22.0,8.1,6.3,0 / 3,43.4,34.4,18.8,6.7,0 / 8,57.4,57.8,45.7,4 / 15,0 / 3,54.9,48.4,28.6,2 / 15,0 / 3,30.8,37.5,22.9,2 / 15,0 / 3,24.1,9.4,5.7,0 / 15,0 / 3,26.2,34.4,17.1,2 / 15,0 / 3,257,98,45,15,3,244,95,40,14,3,1.7,1.6,1.0,0.6,3.0,1.9,2.1,2.6,3.0,2.3,30.7,30.3,16.8,20.0,0 / 7,47.5,53.7,35.0,6 / 14,0 / 3,40.2,40.0,27.5,4 / 14,0 / 3,30.3,31.6,25.0,1 / 14,0 / 3,9.8,8.4,2.5,3 / 14,0 / 3,26.6,27.4,20.0,1 / 14,0 / 3,38,19,23,14,0,7,7,5,1,0,19,4,21,47,18,4,21,42,1.8,2.0,1.7,2.2,56.3,1 / 6,37.1,33.0,12 / 18,2 / 4,47.6,54.8,12 / 18,1 / 4,38.1,42.9,7 / 18,1 / 4,28.6,28.6,5 / 18,0 / 4,9.5,14.3,7 / 18,1 / 4,28.6,26.2,,"Michigan Reproductive & IVF Center, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MI
230,"IVF MICHIGAN ROCHESTER HILLS & FLINT, PC",,ROCHESTER HILLS,MICHIGAN,388,0,"Mostafa I. Abuzeid, MD",>99%,12%,0%,73%,3%,22%,19%,24%,19%,34%,58%,5%,<1%,19%,46%,129,49,71,15,29,10.9,8.2,36.6,1 / 15,48.3,105,44,43,11,12,1.9,2.0,2.2,2.2,2.8,8.3,2.4,2.9,0 / 7,0 / 9,53.5,57.1,35.2,2 / 15,10.3,43.4,42.9,25.4,1 / 15,3.4,27.9,24.5,16.9,0 / 15,3.4,15.5,18.4,8.5,1 / 15,0.0,22.5,18.4,12.7,0 / 15,3.4,45.9,45.7,35.2,9.5,10.3,65.7,63.6,58.1,2 / 11,3 / 12,53.3,47.7,41.9,1 / 11,1 / 12,34.3,27.3,27.9,0 / 11,1 / 12,19.0,20.5,14.0,1 / 11,0 / 12,27.6,20.5,20.9,0 / 11,1 / 12,50,21,11,2,4,40,15,8,2,4,1.8,2.5,2.0,0.7,0.8,1.8,1.7,1.9,2.0,2.8,49.3,54.5,3 / 15,0 / 2,1 / 11,67.5,10 / 15,2 / 8,1 / 2,1 / 4,57.5,7 / 15,2 / 8,0 / 2,0 / 4,40.0,5 / 15,1 / 8,0 / 2,0 / 4,15.0,2 / 15,1 / 8,0 / 2,0 / 4,30.0,5 / 15,1 / 8,0 / 2,0 / 4,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IVF Michigan Rochester Hills & Flint, PC",No,No,Yes,No,No,No,Yes,Yes,0,MI
