OrderID,CurrClinNameAll,ClinCityCode,state_code,MedicalDirector,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,state_code,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,ClinStateCode,state_code
335,Bethesda Fertility Center,CINCINNATI,OH,"Kasey Reynolds, MD",28.9,3 / 14,3 / 7,0 / 5,0 / 3,15.6,0 / 14,3 / 7,0 / 5,0 / 3,31.9,39.1,2 / 10,0 / 1,5 / 7,12.8,26.1,2 / 10,0 / 1,3 / 7,OH,45,14,7,5,3,,47,23,10,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
336,Institute for Reproductive Health,CINCINNATI,OH,"Sherif G. Awadalla, MD",38.8,40.4,42.1,1 / 11,0 / 5,30.8,23.9,26.3,1 / 11,0 / 5,41.1,40.7,34.1,2 / 10,,27.7,25.6,22.7,2 / 10,,OH,299,109,57,11,5,,231,86,44,10,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
337,Ohio Reproductive Medicine,COLUMBUS,OH,"Grant E. Schmidt, MD, PhD",50.3,44.9,22.5,3 / 17,1 / 11,36.8,28.2,12.5,2 / 17,0 / 11,49.6,36.7,4 / 16,2 / 13,2 / 4,34.2,26.5,4 / 16,0 / 13,1 / 4,OH,163,78,40,17,11,,117,49,16,13,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
338,SpringCreek Fertility,DAYTON,OH,"Jeremy M. Groll, MD",51.2,3 / 6,3 / 7,0 / 1,0 / 5,34.9,2 / 6,3 / 7,0 / 1,0 / 5,52.4,5 / 8,2 / 8,0 / 2,0 / 1,31,2 / 8,1 / 8,0 / 2,0 / 1,OH,43,6,7,1,5,,42,8,8,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
339,Wright State Physicians OB/GYN,DAYTON,OH,"Steven R. Lindheim, MD",1 / 8,0 / 5,,0 / 1,1 / 1,1 / 8,0 / 5,,0 / 1,0 / 1,0 / 2,0 / 1,,,,0 / 2,0 / 1,,,,OH,8,5,0,1,1,,2,1,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
340,Kettering Reproductive Medicine,KETTERING,OH,"Mark C. Bidwell, MD",55.1,11 / 19,7 / 15,0 / 4,0 / 3,30.4,3 / 19,5 / 15,0 / 4,0 / 3,34.1,4 / 13,1 / 9,0 / 1,0 / 1,29.3,3 / 13,0 / 9,0 / 1,0 / 1,OH,69,19,15,4,3,,41,13,9,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,OHIO,OH
341,The Fertility Wellness Institute of Ohio,MASON,OH,"Neeoo W. Chin, MD",43.8,7 / 12,2 / 6,,0 / 1,21.9,3 / 12,2 / 6,,0 / 1,3 / 8,1 / 5,0 / 3,,,3 / 8,1 / 5,0 / 3,,,OH,32,12,6,0,1,,8,5,3,0,0,No,No,Yes,Yes,Yes,No,No,OHIO,OH
342,UC Center for Reproductive Health,WEST CHESTER,OH,"Michael A. Thomas, MD",37.3,26.9,0 / 12,0 / 2,,18.7,15.4,0 / 12,0 / 2,,25,3 / 12,1 / 11,,,20,2 / 12,1 / 11,,,OH,75,26,12,2,0,,40,12,11,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
343,"Reproductive 
Gynecology & Infertility-Westerville",WESTERVILLE,OH,"David M. Nash, MD",47,25,3 / 14,0 / 2,,33.3,20.8,2 / 14,0 / 2,,59,11 / 17,23.8,1 / 2,1 / 1,42.3,9 / 17,4.8,0 / 2,1 / 1,OH,66,24,14,2,0,,78,17,21,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OHIO,OH
344,Bennett Fertility Institute,OKLAHOMA CITY,OK,"Eli Reshef, MD",45.8,41.9,30,2 / 5,0 / 2,30.5,35.5,25,1 / 5,0 / 2,43.8,4 / 13,2 / 7,0 / 5,0 / 1,31.3,3 / 13,2 / 7,0 / 5,0 / 1,OK,118,31,20,5,2,,48,13,7,5,1,Yes,Yes,Yes,Yes,No,No,Yes,OKLAHOMA,OK
345,OU Physicians Reproductive Medicine,OKLAHOMA CITY,OK,"LaTasha B. Craig, MD",54.7,37.8,3 / 16,1 / 3,0 / 2,27.9,24.3,2 / 16,1 / 3,0 / 2,35.3,36.4,0 / 7,0 / 1,0 / 1,21.6,36.4,0 / 7,0 / 1,0 / 1,OK,86,37,16,3,2,,51,22,7,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OKLAHOMA,OK
346,Tulsa Fertility Center,TULSA,OK,"Stanley G. Prough, MD",41.9,4 / 16,4 / 6,0 / 1,0 / 1,23,3 / 16,4 / 6,0 / 1,0 / 1,38,5 / 15,3 / 10,1 / 1,,26.6,4 / 15,2 / 10,1 / 1,,OK,74,16,6,1,1,,79,15,10,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,OKLAHOMA,OK
347,The Fertility Center of Oregon,EUGENE,OR,"Douglas J. Austin, MD",44.7,9 / 17,7 / 12,0 / 1,2 / 4,23.7,3 / 17,3 / 12,0 / 1,1 / 4,31,29.2,3 / 13,0 / 6,0 / 3,13.8,25,3 / 13,0 / 6,0 / 3,OR,38,17,12,1,4,,29,24,13,6,3,Yes,Yes,Yes,Yes,Yes,Yes,No,OREGON,OR
348,Oregon Reproductive Medicine,PORTLAND,OR,"John S. Hesla, MD",60.7,68.8,42.3,2 / 9,4 / 11,28.1,46.9,30.8,1 / 9,4 / 11,66.3,69.2,53.8,58.6,60,39.2,52.4,33,44.8,27.5,OR,89,32,26,9,11,,166,143,91,58,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OREGON,OR
349,"University Fertility Consultants, Oregon Health & Science University",PORTLAND,OR,"Diana H. Wu, MD",50,8 / 14,3 / 5,0 / 2,0 / 2,28.1,6 / 14,2 / 5,0 / 2,0 / 2,46.2,55.9,54.5,43.5,5 / 10,27.4,37.3,38.2,34.8,3 / 10,OR,32,14,5,2,2,,106,59,55,23,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OREGON,OR
350,"Abington Reproductive Medicine, Abington IVF and Genetics, Toll Center for Reproductive Sciences",ABINGTON,PA,"Annette Lee, MD",41.9,31.7,24.2,4 / 19,0 / 8,27.9,26.8,18.2,2 / 19,0 / 8,41.5,45,24.1,4 / 9,5 / 12,30.9,35,17.2,4 / 9,3 / 12,PA,129,41,33,19,8,,123,40,29,9,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
351,Reproductive Medicine Associates of Pennsylvania,ALLENTOWN,PA,"Wendy J. Schillings, MD",59.3,2 / 4,,,,37,0 / 4,,,,72,54.8,57.7,4 / 5,1 / 2,52,41.9,50,4 / 5,0 / 2,PA,27,4,0,0,0,,75,31,26,5,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
352,Family Fertility Center,BETHLEHEM,PA,"H. Christina Lee, MD",55,4 / 8,2 / 4,1 / 2,,30,2 / 8,2 / 4,0 / 2,,59.1,5 / 13,2 / 5,1 / 1,2 / 4,40.9,3 / 13,2 / 5,0 / 1,2 / 4,PA,20,8,4,2,0,,22,13,5,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
353,Main Line Fertility and Reproductive Medicine,BRYN MAWR,PA,"Michael J. Glassner, MD",44.3,42.7,23.2,18.2,2 / 15,29.3,28,12.5,13.6,2 / 15,39.9,50.6,18.5,32.3,3 / 9,31.5,41.6,13,29,3 / 9,PA,140,75,56,22,15,,143,77,54,31,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
354,Geisinger Medical Center Fertility Program,DANVILLE,PA,"Jennifer Gell, MD",8 / 19,15.4,5 / 13,0 / 4,0 / 1,5 / 19,11.5,4 / 13,0 / 4,0 / 1,9 / 18,3 / 10,1 / 6,2 / 3,,5 / 18,3 / 10,1 / 6,2 / 3,,PA,19,26,13,4,1,,18,10,6,3,0,No,Yes,Yes,No,Yes,Yes,Yes,PENNSYLVANIA,PA
355,HAN Fertility Center,HAVERTOWN,PA,"Albert El-Roeiy, MD",7 / 14,2 / 2,1 / 3,,0 / 3,6 / 14,1 / 2,0 / 3,,0 / 3,4 / 15,0 / 4,0 / 2,0 / 1,0 / 2,3 / 15,0 / 4,0 / 2,0 / 1,0 / 2,PA,14,2,3,0,3,,15,4,2,1,2,Yes,No,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
356,Penn State Milton S. Hershey Medical Center,HERSHEY,PA,"William C. Dodson, MD",31.8,2 / 12,0 / 1,,,18.2,0 / 12,0 / 1,,,45.5,2 / 13,2 / 6,,,22.7,1 / 13,0 / 6,,,PA,22,12,1,0,0,,22,13,6,0,0,No,No,Yes,Yes,Yes,No,Yes,PENNSYLVANIA,PA
357,Reproductive Medicine Associates of Philadelphia,KING OF PRUSSIA,PA,"Arthur J. Castelbaum, MD",43.6,31.9,34.3,5 / 11,0 / 5,32.1,21.7,22.9,4 / 11,0 / 5,41.2,36.3,30.6,6 / 16,1 / 7,28.8,26.6,24.5,5 / 16,0 / 7,PA,165,69,35,11,5,,250,124,49,16,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
358,Society Hill Reproductive Medicine,PHILADELPHIA,PA,"Maureen P. Kelly, MD",0 / 2,0 / 5,0 / 2,,0 / 1,0 / 2,0 / 5,0 / 2,,0 / 1,10 / 19,6 / 9,1 / 3,1 / 5,1 / 1,10 / 19,4 / 9,0 / 3,1 / 5,1 / 1,PA,2,5,2,0,1,,19,9,3,5,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
359,"University of Pennsylvania, Penn Fertility Care",PHILADELPHIA,PA,"Clarisa R. Gracia, MD",36.1,48.1,24.1,14.3,0 / 12,25.8,30.8,17.2,14.3,0 / 12,58.5,51.9,51.3,33.3,1 / 16,46.3,41.7,44.7,23.8,1 / 16,PA,97,52,58,21,12,,164,108,76,21,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
360,AHN Center for Reproductive Medicine,PITTSBURGH,PA,"Lori Homa, MD",34.6,5 / 10,4 / 14,1 / 4,0 / 1,11.5,5 / 10,1 / 14,1 / 4,0 / 1,5 / 14,2 / 3,0 / 1,0 / 3,,3 / 14,1 / 3,0 / 1,0 / 3,,PA,26,10,14,4,1,,14,3,1,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
361,"Reproductive Health Specialists, Inc.",PITTSBURGH,PA,"Judith L. Albert, MD",48.6,32.1,5,1 / 3,1 / 1,28.6,13.2,5,0 / 3,0 / 1,33.3,22.5,7 / 19,1 / 8,0 / 4,31,20,4 / 19,1 / 8,0 / 4,PA,70,53,20,3,1,,87,40,19,8,4,Yes,No,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
362,"University of Pittsburgh Physicians, Center for Fertility and Reproductive Endocrinology",PITTSBURGH,PA,"Marie N. Menke, MD",36.1,38.7,34.5,0 / 7,0 / 5,24.1,29,31,0 / 7,0 / 5,40.7,31.4,17.2,1 / 7,2 / 12,32.1,27.1,13.8,0 / 7,1 / 12,PA,83,31,29,7,5,,162,70,29,7,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
363,Shady Grove Fertility-Pennsylvania,WAYNE,PA,"Isaac E. Sasson, MD, PhD",45.1,3 / 16,3 / 6,0 / 1,0 / 1,39.2,3 / 16,2 / 6,0 / 1,0 / 1,41.8,45.3,47.7,5 / 10,1 / 6,34.5,30.7,45.5,5 / 10,0 / 6,PA,51,16,6,1,1,,194,75,44,10,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PENNSYLVANIA,PA
364,Advanced Fertility & Reproductive Medicine-Tower Health Medical Group,WEST READING,PA,"Vincent A. Pellegrini, MD",42.4,4 / 16,2 / 3,0 / 4,,21.2,3 / 16,1 / 3,0 / 4,,6 / 16,3 / 6,1 / 4,,1 / 1,5 / 16,2 / 6,1 / 4,,1 / 1,PA,33,16,3,4,0,,16,6,4,0,1,No,No,Yes,Yes,Yes,No,Yes,PENNSYLVANIA,PA
365,"The Fertility Center, LLC",YORK,PA,"Robert B. Filer, MD",30,1 / 11,3 / 13,0 / 4,0 / 2,17.5,1 / 11,1 / 13,0 / 4,0 / 2,31.3,4 / 8,1 / 4,,,28.1,2 / 8,0 / 4,,,PA,40,11,13,4,2,,32,8,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,PENNSYLVANIA,PA
366,"Pedro J. Beauchamp, MD IVF Program, dba Puerto Rico Fertility Center",BAYAMON,PR,"Pedro J. Beauchamp, MD",43.6,25,22.9,1 / 10,0 / 5,20.5,14.3,11.4,0 / 10,0 / 5,7 / 10,0 / 5,0 / 5,0 / 2,0 / 1,5 / 10,0 / 5,0 / 5,0 / 2,0 / 1,PR,39,28,35,10,5,,10,5,5,2,1,Yes,No,Yes,Yes,Yes,Yes,Yes,PUERTO RICO,PR
367,Clinica de Fertilidad HIMA-San Pablo Caguas,CAGUAS,PR,"Jose R. Cruz, MD",10,2 / 11,2 / 8,0 / 2,0 / 1,10,2 / 11,2 / 8,0 / 2,0 / 1,0 / 5,0 / 1,0 / 3,,,0 / 5,0 / 1,0 / 3,,,PR,20,11,8,2,1,,5,1,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,PUERTO RICO,PR
368,"GREFI, Gynecology, Reproductive Endocrinology & Fertility Institute",SAN JUAN,PR,"Rosa Ileana Cruz, MD",4 / 9,1 / 3,0 / 4,0 / 1,0 / 1,2 / 9,1 / 3,0 / 4,0 / 1,0 / 1,1 / 1,1 / 2,0 / 1,,,1 / 1,1 / 2,0 / 1,,,PR,9,3,4,1,1,,1,2,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUERTO RICO,PR
369,Women & Infants Fertility Center,PROVIDENCE,RI,"Ruben Alvero, MD",37.6,33.9,29.9,5.7,0 / 11,28.6,27.4,16.4,2.9,0 / 11,34.2,25,36,1 / 8,0 / 1,23.7,16.1,24,1 / 8,0 / 1,RI,133,62,67,35,11,,76,56,25,8,1,Yes,No,Yes,Yes,Yes,Yes,Yes,RHODE ISLAND,RI
370,"Fertility Center of the Carolinas, University Medical Group, Department of Obstetrics and Gynecology",GREENVILLE,SC,"Paul B. Miller, MD",52.6,33.3,6 / 19,,0 / 3,29.8,23.8,5 / 19,,0 / 3,44,7 / 19,3 / 14,2 / 2,0 / 2,28,3 / 19,1 / 14,1 / 2,0 / 2,SC,57,21,19,0,3,,25,19,14,2,2,Yes,No,Yes,Yes,Yes,Yes,Yes,SOUTH CAROLINA,SC
371,"Piedmont Reproductive Endocrinology Group, PA",GREENVILLE,SC,"John E. Nichols, MD",43.5,38.9,25,2 / 9,1 / 4,27.8,22.2,12.5,1 / 9,1 / 4,44.3,49.2,31.3,0 / 6,1 / 5,25.2,21.3,18.8,0 / 6,1 / 5,SC,108,36,24,9,4,,131,61,32,6,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,SOUTH CAROLINA,SC
372,Coastal Fertility Specialists,MOUNT PLEASANT,SC,"John A. Schnorr, MD",53.3,7 / 12,3 / 9,0 / 4,0 / 1,36.7,6 / 12,3 / 9,0 / 4,0 / 1,60,38.9,48.3,6 / 15,1 / 3,39.5,29.2,34.5,5 / 15,1 / 3,SC,30,12,9,4,1,,200,72,58,15,3,Yes,No,Yes,Yes,Yes,Yes,Yes,SOUTH CAROLINA,SC
373,The Fertility Center of Charleston,MOUNT PLEASANT,SC,"Stephanie D. Singleton, MD",7 / 11,4 / 7,2 / 8,,0 / 1,4 / 11,3 / 7,2 / 8,,0 / 1,38.5,8 / 17,3 / 19,0 / 2,,25.6,7 / 17,2 / 19,0 / 2,,SC,11,7,8,0,1,,39,17,19,2,0,Yes,No,Yes,Yes,Yes,Yes,Yes,SOUTH CAROLINA,SC
374,Sanford Women's Health,SIOUX FALLS,SD,"Keith A. Hansen, MD",50,21.7,3 / 7,,0 / 1,32.1,8.7,2 / 7,,0 / 1,33.3,50,4 / 13,0 / 2,2 / 2,20,40,3 / 13,0 / 2,2 / 2,SD,78,23,7,0,1,,75,20,13,2,2,Yes,No,Yes,Yes,Yes,Yes,Yes,SOUTH DAKOTA,SD
375,"Fertility Center, LLC",CHATTANOOGA,TN,"Barry W. Donesky, MD",0 / 1,0 / 1,0 / 1,,,0 / 1,0 / 1,0 / 1,,,42.3,50,4 / 11,0 / 3,,31,33.3,1 / 11,0 / 3,,TN,1,1,1,0,0,,71,24,11,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TENNESSEE,TN
376,Tennessee Reproductive Medicine,CHATTANOOGA,TN,"Ringland S. Murray, MD",47.2,1 / 6,2 / 4,0 / 2,,36.1,1 / 6,1 / 4,0 / 2,,58,70.4,4 / 9,3 / 4,,40,51.9,2 / 9,3 / 4,,TN,36,6,4,2,0,,50,27,9,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TENNESSEE,TN
377,Tennessee Fertility Institute,FRANKLIN,TN,"Donna R. Session, MD",4 / 7,1 / 2,1 / 3,1 / 1,,3 / 7,0 / 2,1 / 3,0 / 1,,1 / 1,1 / 2,2 / 2,0 / 1,,1 / 1,0 / 2,2 / 2,0 / 1,,TN,7,2,3,1,0,,1,2,2,1,0,Yes,No,Yes,Yes,Yes,Yes,No,TENNESSEE,TN
378,Quillen Fertility and Women's Services,JOHNSON CITY,TN,"Mark X. Ransom, MD",54.2,1 / 11,1 / 10,0 / 4,,29.2,1 / 11,0 / 10,0 / 4,,1 / 5,0 / 5,,,,1 / 5,0 / 5,,,,TN,24,11,10,4,0,,5,5,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,TENNESSEE,TN
379,East Tennessee IVF and Andrology Center,KNOXVILLE,TN,"Gayla S. Harris, MD",2 / 6,1 / 3,0 / 2,,,2 / 6,1 / 3,0 / 2,,,,,,,,,,,,,TN,6,3,2,0,0,,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,TENNESSEE,TN
380,"Jeffrey A. Keenan, MD, dba Southeastern Center for Fertility and Reproductive Surgery",KNOXVILLE,TN,"Jeffrey A. Keenan, MD",5 / 10,3 / 3,0 / 1,,,2 / 10,2 / 3,0 / 1,,,4 / 14,0 / 1,1 / 8,,0 / 1,1 / 14,0 / 1,0 / 8,,0 / 1,TN,10,3,1,0,0,,14,1,8,0,1,No,Yes,Yes,Yes,No,No,No,TENNESSEE,TN
381,"Kutteh Ke Fertility Associates of Memphis, PLLC",MEMPHIS,TN,"Raymond W. Ke, MD",7 / 15,5 / 10,4 / 13,0 / 3,0 / 2,6 / 15,4 / 10,4 / 13,0 / 3,0 / 2,54.3,38.5,46.7,0 / 6,1 / 6,43,28.8,26.7,0 / 6,0 / 6,TN,15,10,13,3,2,,151,52,30,6,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TENNESSEE,TN
382,Regional One Health Reproductive Medicine,MEMPHIS,TN,"Laura Detti, MD",45.5,4 / 5,2 / 5,0 / 3,,22.7,2 / 5,1 / 5,0 / 3,,5 / 8,2 / 4,0 / 1,,0 / 1,4 / 8,1 / 4,0 / 1,,0 / 1,TN,22,5,5,3,0,,8,4,1,0,1,Yes,No,Yes,Yes,Yes,Yes,Yes,TENNESSEE,TN
383,The Center for Reproductive Health,NASHVILLE,TN,"Jaime M. Vasquez, MD",3 / 7,1 / 5,0 / 1,0 / 1,,2 / 7,1 / 5,0 / 1,0 / 1,,36,1 / 6,2 / 7,,1 / 2,20,1 / 6,2 / 7,,1 / 2,TN,7,5,1,1,0,,25,6,7,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TENNESSEE,TN
384,Nashville Fertility Center,NASHVILLE,TN,"George A. Hill, MD",41.2,45.5,20.8,1 / 5,0 / 3,31.8,24.2,12.5,1 / 5,0 / 3,59.6,50,54.5,1 / 5,2 / 6,45.4,36.5,36.4,1 / 5,1 / 6,TN,85,33,24,5,3,,183,74,55,5,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TENNESSEE,TN
385,Aspire Fertility-Dallas,ADDISON,TX,"Linda C. Elkins, MD",,,0 / 1,,,,,0 / 1,,,2 / 3,1 / 1,,,,2 / 3,1 / 1,,,,TX,0,0,1,0,0,,3,1,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,TEXAS,TX
386,DFW Center for Fertility & IVF,ALLEN,TX,"Victor E. Beshay, MD",8 / 15,1 / 1,1 / 2,0 / 1,1 / 2,3 / 15,1 / 1,1 / 2,0 / 1,1 / 2,6 / 7,0 / 2,2 / 3,,,1 / 7,0 / 2,2 / 3,,,TX,15,1,2,1,2,,7,2,3,0,0,Yes,No,Yes,Yes,Yes,No,No,TEXAS,TX
387,Austin Fertility and Reproductive Medicine-Westlake IVF,AUSTIN,TX,"Shahryar K. Kavoussi, MD",47.9,33.3,5 / 13,0 / 4,,27.1,28.6,4 / 13,0 / 4,,5 / 12,2 / 9,0 / 3,0 / 2,1 / 1,3 / 12,2 / 9,0 / 3,0 / 2,1 / 1,TX,48,21,13,4,0,,12,9,3,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
388,"Austin Fertility Institute, PA",AUSTIN,TX,"Kenneth K. Moghadam, MD",6 / 18,1 / 4,2 / 5,0 / 3,,3 / 18,1 / 4,1 / 5,0 / 3,,42.3,42.2,3 / 17,3 / 6,0 / 1,29.7,26.7,2 / 17,2 / 6,0 / 1,TX,18,4,5,3,0,,111,45,17,6,1,No,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
389,"RMATX.COM, PLLC, RMA of Texas-Austin",AUSTIN,TX,"Francisco Arredondo, MD",0 / 2,2 / 4,0 / 1,,0 / 1,0 / 2,2 / 4,0 / 1,,0 / 1,59.1,52.9,10 / 16,6 / 8,,40.9,44.1,9 / 16,6 / 8,,TX,2,4,1,0,1,,44,34,16,8,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
390,"Texas Fertility Center, Vaughn, Silverberg & Associates",AUSTIN,TX,"Kaylen Silverberg, MD",53.6,44.2,26.1,6 / 15,2 / 12,44.9,30.2,8.7,5 / 15,2 / 12,49.3,48.1,47.7,40.6,40,36,38.3,37.4,28.1,32,TX,69,43,23,15,12,,278,162,107,32,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
391,Center for Assisted Reproduction,BEDFORD,TX,"Kevin J. Doody, MD",37.7,65.5,5 / 9,2 / 6,0 / 3,28.3,44.8,2 / 9,1 / 6,0 / 3,51.6,30.4,30,7 / 10,1 / 3,39.6,20.3,17.5,5 / 10,1 / 3,TX,53,29,9,6,3,,159,79,40,10,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
392,Dallas-Fort Worth Fertility Associates,DALLAS,TX,"Samuel J. Chantilis, MD",41.8,33.3,26.1,1 / 11,0 / 10,31.3,23.3,17.4,1 / 11,0 / 10,51.9,54,53.1,40,4 / 9,40.8,45.2,45.3,40,3 / 9,TX,67,30,23,11,10,,262,124,64,20,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
393,Fertility and Advanced Reproductive Medicine,DALLAS,TX,"Orhan Bukulmez, MD",3 / 5,1 / 2,,1 / 1,,2 / 5,1 / 2,,1 / 1,,45.5,11 / 19,6 / 11,3 / 5,1 / 4,27.3,6 / 19,5 / 11,2 / 5,1 / 4,TX,5,2,0,1,0,,22,19,11,5,4,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
394,Fertility Center of Dallas,DALLAS,TX,"J. Michael Putman, MD",9 / 17,1 / 2,0 / 2,1 / 2,0 / 1,4 / 17,1 / 2,0 / 2,1 / 2,0 / 1,42.1,33.3,7 / 11,3 / 5,0 / 2,28.9,12.5,4 / 11,3 / 5,0 / 2,TX,17,2,2,2,1,,38,24,11,5,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
395,ReproMed Fertility Center,DALLAS,TX,"Anil B. Pinto, MD",60.9,6 / 6,0 / 1,,,21.7,3 / 6,0 / 1,,,45.3,47.8,3 / 10,3 / 13,2 / 4,17,21.7,1 / 10,2 / 13,1 / 4,TX,23,6,1,0,0,,53,23,10,13,4,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
396,Sher Institute for Reproductive Medicine-Dallas,DALLAS,TX,"Walid A. Saleh, MD",61.9,9 / 18,4 / 11,1 / 7,0 / 2,38.1,4 / 18,3 / 11,1 / 7,0 / 2,52.2,6 / 13,3 / 11,,0 / 1,39.1,4 / 13,3 / 11,,0 / 1,TX,42,18,11,7,2,,23,13,11,0,1,No,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
397,Texas Center for Reproductive Health,DALLAS,TX,"Samuel P. Marynick, MD",6 / 12,5 / 10,4 / 6,0 / 2,0 / 1,4 / 12,2 / 10,3 / 6,0 / 2,0 / 1,3 / 16,2 / 4,0 / 4,,0 / 1,2 / 16,2 / 4,0 / 4,,0 / 1,TX,12,10,6,2,1,,16,4,4,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
398,"Southwest Center for Reproductive Health, PA",EL PASO,TX,"Luis S. Noble, MD",60,5 / 15,3 / 15,0 / 6,0 / 6,23.3,3 / 15,1 / 15,0 / 6,0 / 6,43.5,1 / 2,1 / 6,1 / 1,,21.7,1 / 2,0 / 6,0 / 1,,TX,30,15,15,6,6,,23,2,6,1,0,No,No,Yes,Yes,Yes,No,Yes,TEXAS,TX
399,Brooke Army Medical Center,FORT SAM HOUSTON,TX,"Rhiana D. Saunders, MD",42.2,36.7,36.4,,,21.9,16.7,31.8,,,,,,,,,,,,,TX,64,30,22,0,0,,0,0,0,0,0,No,No,Yes,Yes,Yes,No,Yes,TEXAS,TX
400,"Fort Worth Fertility, PA",FORT WORTH,TX,"Robert A. Kaufmann, MD",44.4,25,22.7,0 / 10,0 / 3,22.2,16.7,13.6,0 / 10,0 / 3,40.1,23.1,9 / 18,2 / 7,,21.6,12.8,7 / 18,1 / 7,,TX,72,24,22,10,3,,162,39,18,7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
401,Dallas IVF,FRISCO,TX,"Brian D. Barnett, MD",50.7,45.8,5 / 19,1 / 17,1 / 8,31.9,25,1 / 19,1 / 17,0 / 8,48.3,47.7,53.5,27.3,4 / 7,34.9,30.7,34.9,9.1,1 / 7,TX,69,24,19,17,8,,209,88,43,22,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
